date,value
1962-02-01,21.4500
1962-03-01,21.4400
1962-04-01,20.6600
1962-05-01,19.0900
1962-06-01,16.8300
1962-07-01,17.1400
1962-08-01,17.5700
1962-09-01,17.3200
1962-10-01,16.8622
1962-11-01,17.8500
1962-12-01,18.5900
1963-01-01,19.2600
1963-02-01,19.4700
1963-03-01,19.2900
1963-04-01,20.1500
1963-05-01,20.5100
1963-06-01,20.3800
1963-07-01,19.9700
1963-08-01,20.4700
1963-09-01,20.9600
1963-10-01,21.2147
1963-11-01,20.7200
1963-12-01,21.0400
1964-01-01,21.6300
1964-02-01,21.8300
1964-03-01,22.1700
1964-04-01,22.4200
1964-05-01,22.5700
1964-06-01,22.3000
1964-07-01,22.9800
1964-08-01,22.6500
1964-09-01,22.8900
1964-10-01,23.2968
1964-11-01,23.2300
1964-12-01,22.7500
1965-01-01,23.2700
1965-02-01,23.3700
1965-03-01,23.2500
1965-04-01,23.4200
1965-05-01,23.7100
1965-06-01,22.3900
1965-07-01,22.3000
1965-08-01,22.6700
1965-09-01,23.3700
1965-10-01,24.0420
1965-11-01,23.9300
1965-12-01,23.6900
1966-01-01,24.0600
1966-02-01,23.7000
1966-03-01,22.6100
1966-04-01,23.1100
1966-05-01,21.8500
1966-06-01,21.5600
1966-07-01,21.3800
1966-08-01,19.9100
1966-09-01,19.1600
1966-10-01,19.6138
1966-11-01,19.7100
1966-12-01,19.7400
1967-01-01,20.4300
1967-02-01,21.0700
1967-03-01,21.4400
1967-04-01,21.6900
1967-05-01,21.9500
1967-06-01,21.5500
1967-07-01,21.8000
1967-08-01,22.0300
1967-09-01,22.2200
1967-10-01,21.6705
1967-11-01,21.2600
1967-12-01,21.7500
